split,event_id_cnty,event_date,year,country,notes,clean_notes,note_hash,duplicate_group_id
dev,FIN1107,2023-11-07,2023,Finland,"On 7 November 2023, workers demonstrated in in Oulu, Pohjois-Pohjanmaa, in support of the ongoing strike against the government's proposed labor market reforms and benefit cuts.",worker demonstrated oulu pohjois pohjanmaa support ongoing strike government proposed labor market reform benefit cut,90d64105d310a8f8e3dad449c55d7d763f94154e2cd9b3cbd0f714922bfc2e4b,note-90d64105d310a8f8
dev,GRC4743,2023-11-11,2023,Greece,"On 11 November 2023, residents of Exarchia, Athens - Central Athens, rallied in Exarchia square to protest against the cutting of trees during construction work for a new metro station.",resident exarchia athens central athens rallied exarchia square protest cutting tree construction work new metro station,96e885f15e652f0274d6d5db1dc238eeb9a04dd052dcfaa255d47e3b20573cec,note-96e885f15e652f02
dev,ESP14983,2023-11-23,2023,Spain,"On 23 November 2023, hundreds of people held a protest in Madrid - Centro (Madrid) as part of an ongoing protest against the deal that Spain's PSOE Prime Minister, Pedro Sanchez, sealed with JuntsXCat and ERC, which also includes an amnesty pact. 4 people were detained by police officers for public disorder.",hundred people held protest madrid centro madrid part ongoing protest deal spain psoe prime minister pedro sanchez sealed juntsxcat erc also includes amnesty pact 4 people detained police officer public disorder,9d19420ce2f133f5cf99cbc9b82d77b9521437f411aecd79ad58ce024344490c,note-9d19420ce2f133f5
dev,FRA29080,2023-11-25,2023,France,"On 25 November 2023, at the call of FFMC, around 600 motorcyclists took to the streets of Pau (Nouvelle-Aquitaine) to demonstrate against the introduction of a compulsory technical inspection of two-wheel vehicles.",call ffmc around 600 motorcyclist took street pau nouvelle aquitaine demonstrate introduction compulsory technical inspection two wheel vehicle,8cf5b66d16fa52c3ec6d3c4b057c3030b4ca70226614df3ab593d0f1acab173c,note-8cf5b66d16fa52c3
dev,DEU18176,2023-12-03,2023,Germany,"On 3 December 2023, people, including Antifa activists, participated in a protest outside the Italian consulate in Stuttgart (Baden-Wurttemberg) to demand freedom for Gabri - an anti-fascist who was arrested on the night of 21 November 2023 in Italy on the charges of being involved in attacks against fascists in Budapest in February 2023 and is now facing extradition to Hungary - and to show solidarity with all imprisoned and deceased anti-fascists.",people including antifa activist participated protest outside italian consulate stuttgart baden wurttemberg demand freedom gabri anti fascist arrested night 21 november 2023 italy charge involved attack fascist budapest february 2023 facing extradition hungary show solidarity imprisoned deceased anti fascist,1d8a1748aa0b4feb74b58cd96b747629b6e8ef15be84e908dcc4f5b167f49731,note-1d8a1748aa0b4feb
dev,FRA29527,2023-12-17,2023,France,"On 17 December 2023, at the call of Surfrider and Rame pour ta Planete, surfers gathered in Bayonne (Nouvelle-Aquitaine) to protest against the construction of a metal tower for surfing referees during the 2024 Paris Olympics in Teahupoo (French Polynesia), which they deemed damaging to corals.",call surfrider rame pour ta planete surfer gathered bayonne nouvelle aquitaine protest construction metal tower surfing referee 2024 paris olympics teahupoo french polynesia deemed damaging coral,6172f05fbf6157f8c0fdb0425c37c611990f2d36fc97c21e8b1484a0bcd63e38,note-6172f05fbf6157f8
dev,BEL2902,2023-12-20,2023,Belgium,"On 20 December 2023, dozens of residents protested at the railway crossing in Menen (Vlaanderen) against its partial closure to cars.",dozen resident protested railway crossing menen vlaanderen partial closure car,ee758ffafc5136866952bc6d2104502c8e1486c61c2a09debc54587fd2f28d50,note-ee758ffafc513686
dev,DEU19700,2024-01-27,2024,Germany,"On 27 January 2024, around 1,500 people took part in a protest in Bautzen (Sachsen) against right-wing extremism. The protest was prompted by concerns over a secret meeting between AfD representatives and other far-right activists, discussing mass deportations of individuals with German citizenship and migrant background, leading to a heightened awareness and mobilization against far-right ideas in various cities.",around 1 500 people took part protest bautzen sachsen right wing extremism protest prompted concern secret meeting afd representative far right activist discussing mass deportation individual german citizenship migrant background leading heightened awareness mobilization far right idea various city,3e288734455a71152e43d93108da9c1a97ab8ab5741d3874075af2938d3bc420,note-3e288734455a7115
dev,DEU19674,2024-01-31,2024,Germany,"Around 31 January 2024, (as reported), around 600 students of the Wedemark-Mellendorf grammar school staged a rally in Mellendorf (Niedersachsen) to protest in defense of tolerance and diversity. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.",2024 reported around 600 student wedemark mellendorf grammar school staged rally mellendorf niedersachsen protest defense tolerance diversity protest organized following report secret meeting afd member far right activist potsdam november 2023 remigration plan discussed,659acf35e283ab1a020c7a23dfce25afdb18c22306a1a9a0b2f0c43e43c4239b,note-659acf35e283ab1a
dev,ITA22085,2024-02-05,2024,Italy,"On 5 February 2024, around 100 people marched from Torre Annunziata (Campania) to Pompei (Campania) archaeological site to protest against the closed emergency room in Boscotrecase.",around 100 people marched torre annunziata campania pompei campania archaeological site protest closed emergency room boscotrecase,6f932e81f7ce22a80782c7726690cd8b0e33af4afc8bd7e9b51d91a6772080b3,note-6f932e81f7ce22a8
dev,FRA31340,2024-02-17,2024,France,"On 17 February 2024, nearly 200 people, including members of the Senegalese Community, gathered in Montpellier (Occitanie) to protest against the postponement of the presidential election in Senegal by President Macky Sall.",nearly 200 people including member senegalese community gathered montpellier occitanie protest postponement presidential election senegal president macky sall,e26ed5c536e2cbfdc923236b2148deb3a0a77f563db5a023952eff18b5fa9c80,note-e26ed5c536e2cbfd
dev,SRB3046,2024-02-20,2024,Serbia,"On 20 February 2024, residents of Novi Beograd and activists marched through Belgrade - Novi Beograd, voicing their dissatisfaction with the local government's plans to build a skyscraper within the green areas of this part of the city.",resident novi beograd activist marched belgrade novi beograd voicing dissatisfaction local government plan build skyscraper within green area part city,4e56e777d13526d36b5bbdaccd94ebb7a36e3ece1f9609e24ae95629b3c41129,note-4e56e777d13526d3
dev,DEU20620,2024-03-02,2024,Germany,"On 2 March 2024, at the call of 'Braunschweig's Alliance against the Right' (Braunschweiger Bundnis gegen Rechts), up to 2,000 people participated in a protest in Braunschweig (Niedersachsen) against right-wing extremism and criticized, among other things, the tightening of asylum laws. The protest was organized following reports about a secret meeting between AfD members and far-right activists in Potsdam in November 2023, during which remigration plans were discussed.",call braunschweig alliance right braunschweiger bundnis gegen rechts 2 000 people participated protest braunschweig niedersachsen right wing extremism criticized among thing tightening asylum law protest organized following report secret meeting afd member far right activist potsdam november 2023 remigration plan discussed,e4973ae980b51464abac15f16c53ffa8dddaca6f2d2402010f19ce5d344d8152,note-e4973ae980b51464
dev,FRA31561,2024-03-04,2024,France,"On 4 March 2024, at the call of FNAT - National Federation of Taxi Craftsmen, taxi drivers drove at a slow pace to demonstrate on the bypass road in Rennes (Bretagne) to protest against new regulations on the transport of people in need of medical assistance.",call fnat national federation taxi craftsman taxi driver drove slow pace demonstrate bypass road rennes bretagne protest new regulation transport people need medical assistance,3c920fc9cd673faff337addc037b52be26b2500438fb9a8388372fbf9d887b7d,note-3c920fc9cd673faf
dev,DEU20909,2024-03-26,2024,Germany,"On 26 March 2024, around 150 people gathered in Mindelheim (Bayern), to protest against the AfD district association's Bock beer festival.",around 150 people gathered mindelheim bayern protest afd district association bock beer festival,7e6b12f9d17838677e8224de826531959a6a57982348028452056154c7bbff0a,note-7e6b12f9d1783867
dev,GBR7301,2024-03-28,2024,United Kingdom,"On 28 March 2024, striking STV journalists represented by the National Union of Journalists (NUJ) held a picket outside the Scottish Parliament in Edinburgh (Scotland) in a row over pay rise during the cost-of-living crisis. The event was part of a national day of action.",striking stv journalist represented national union journalist nuj held picket outside scottish parliament edinburgh scotland row pay rise cost living crisis event part national day action,09c831c4a58cb3524ee3c69c95327f17ba76fb3d7a97e3bbd05cd277c173ea9f,note-09c831c4a58cb352
dev,SWE5532,2024-03-29,2024,Sweden,"On 29 March 2024, people demonstrated in Malmo, Skane, against the planned deportation of a Swedish-born child to Pakistan.",people demonstrated malmo skane planned deportation swedish born child pakistan,ebf416c6ca46078c7d9559baeb04e5d4350c5c1b76e3872d0b06f233d3720680,note-ebf416c6ca46078c
dev,GRC5329,2024-04-04,2024,Greece,"On 4 April 2024, members of the wider anti-establishment spectrum rallied and then marched in central Thessaloniki, following the femicide of a young woman by her ex-partner outside the Agioi Anargyroi precinct moments after she had requested help by police, but was sent away. The protesters chanted slogans against the state and the police.",member wider anti establishment spectrum rallied marched central thessaloniki following femicide young woman ex partner outside agioi anargyroi precinct moment requested help police sent away protester chanted slogan state police,075a1ef37b19b370e453ffdb050dd906fa1818ad8545875cb4b7fcc42244d89b,note-075a1ef37b19b370
dev,DEU21069,2024-04-06,2024,Germany,"On 6 April 2024, under the motto 'Colorful, diverse, together: No extremists in our parliaments', around 200 people gathered at the market square in Radeberg (Sachsen) to protest against right-wing extremism.",motto colorful diverse together extremist parliament around 200 people gathered market square radeberg sachsen protest right wing extremism,601fa399831c51bc521649c24ee5f50186e13f6b683b25fd04ffd8153e46a32a,note-601fa399831c51bc
dev,ROU2691,2024-04-08,2024,Romania,"On 8 April 2024, over 30 social assistants protested in Targu Mures, against not being included in Government Ordinance 19/2024, which affects their remuneration. They argue that this exclusion is discriminatory compared to other similar categories included in the ordinance.",30 social assistant protested targu mures included government ordinance 19 2024 affect remuneration argue exclusion discriminatory compared similar category included ordinance,e9898f77c1e1959bd3e665e1bcee3954122088ef6081b46e72c50009377a8e08,note-e9898f77c1e1959b
dev,DEU21222,2024-05-01,2024,Germany,"On 1 May 2024, on the occasion of International Workers' Day, at the call of DGB, around 650 people gathered in Hamburg - Harburg (Hamburg), to protest for 'More pay, more leisure time, more security.' The event aimed to draw attention to workers' rights and achievements, emphasizing solidarity and the ongoing need for improvement in areas such as wage losses and the expansion of collective bargaining agreements. Another group protested separately in Bergedorf (coded separately).",occasion international worker day call dgb around 650 people gathered hamburg harburg hamburg protest pay leisure time security event aimed draw attention worker right achievement emphasizing solidarity ongoing need improvement area wage loss expansion collective bargaining agreement another group protested separately bergedorf coded separately,fc78706c0f84595db22d4a2bd0e3dd2576e6ce70f66d6dfaea3c9968e7686876,note-fc78706c0f84595d
dev,ITA23094,2024-05-20,2024,Italy,"On 20 May 2024, pending the ruling of the British High Court regarding the extradition of Wikileaks founder Julian Assange, people gathered near the Duomo in Milano - Municipio 1 (Lombardia) to stage a demonstration as part of an international event in solidarity with Assange and freedom of the press. Protesters also placed a temporary monument dedicated to Assange near the Duomo.",pending ruling british high court regarding extradition wikileaks founder julian assange people gathered near duomo milano municipio 1 lombardia stage demonstration part international event solidarity assange freedom press protester also placed temporary monument dedicated assange near duomo,63833a9cec1a5c7d803bec5c3aad70089f67dda7c9e8a52f5aabacf0d590a419,note-63833a9cec1a5c7d
dev,DEU21530,2024-05-20,2024,Germany,"On 20 May 2024, PEGIDA staged a protest in Dresden (Sachsen). Under the motto 'No foot in Quergida fascism' people staged a counter-protest and several people held a sit-in nearby. Protest motives were not specified.",pegida staged protest dresden sachsen motto foot quergida fascism people staged counter protest several people held sit nearby protest motif specified,feddb02b027c17e3e084c173bb4b23f1c92730435ff6e14e35b9a13abf5289f8,note-feddb02b027c17e3
dev,GBR7537,2024-06-20,2024,United Kingdom,"On 20 June 2024, people staged a protest outside the Guildhall in Kingston upon Hull (England), calling on the council to 'reinstate funding' for Endike Community Care, which supported people with dementia at the time of reporting.",people staged protest outside guildhall kingston upon hull england calling council reinstate funding endike community care supported people dementia time reporting,fbc7a2883f70eaa216116062d61bdeb290bcfdd537bb87c46548f78241c2488c,note-fbc7a2883f70eaa2
dev,FRA34687,2024-07-05,2024,France,"On 5 July 2024, around 50 lawyers rallied in front of the courthouse in Pontoise in Paris (Ile-de-France) to express solidarity with fellow lawyers after a far-right website published a 'list of lawyers to eliminate.'",around 50 lawyer rallied front courthouse pontoise paris ile de france express solidarity fellow lawyer far right website published list lawyer eliminate,ff39b5ba35e1a4e57fba98c678964a131cb29b5389f462e709f72574548e8e10,note-ff39b5ba35e1a4e5
dev,FRA34682,2024-07-05,2024,France,"On 5 July 2024, around 30 lawyers rallied at the courthouse in Le Mans (Pays de la Loire) to express solidarity with fellow lawyers after a far-right website published a 'list of lawyers to eliminate.'",around 30 lawyer rallied courthouse le man pay de la loire express solidarity fellow lawyer far right website published list lawyer eliminate,e26bbac19af5c0d37a805440f69f4be424719c9a985bf12f4a023e515b716472,note-e26bbac19af5c0d3
dev,ITA23584,2024-07-29,2024,Italy,"On 29 July 2024, at the call of CGIL, CISL and UIL, between more than 150 and 200 people staged a protest on Valentini Street in front of the Confindustria Toscana Nord headquarters in Prato (Toscana) against the cancellation by Confindustria of the territorial agreements which would deteriorate the workers' conditions.",call cgil cisl uil 150 200 people staged protest valentini street front confindustria toscana nord headquarters prato toscana cancellation confindustria territorial agreement would deteriorate worker condition,461ee14934d494cd2d9e2204cdbff02e0cd1dfec8bc6790e97cf7adf29b8a654,note-461ee14934d494cd
dev,ESP17952,2024-08-17,2024,Spain,"On 17 August 2024, people, including Venezuelan nationals and members of the Venezuelan community, held a protest in Girona (Cataluna) to express their discontent with the results of the 2024 Venezuelan presidential elections and denounce what they believe to be a 'fraudulent' election process, upon which incumbent president Nicolas Maduro was declared the winner with 51.2% of the vote.",people including venezuelan national member venezuelan community held protest girona cataluna express discontent result 2024 venezuelan presidential election denounce believe fraudulent election process upon incumbent president nicolas maduro declared winner 51 2 vote,bab0b12f5b0a0b35173ab785f0873d079c32421ca738418c244d1dafe5ae0d8d,note-bab0b12f5b0a0b35
dev,DEU22462,2024-09-10,2024,Germany,"On 10 September 2024, at the call of Ver.di, around 150 employees and supporters of the youth employment services in Essen (Nordrhein-Westfalen) gathered outside the Council Chamber to protest against the city's plan to cut nearly 20% of the 180 jobs in the youth employment sector.",call ver di around 150 employee supporter youth employment service essen nordrhein westfalen gathered outside council chamber protest city plan cut nearly 20 180 job youth employment sector,167343f4ae934b8fe02a749260b655ce404e8b91032ee48ffecd5cd590301ca4,note-167343f4ae934b8f
dev,FRA35423,2024-09-26,2024,France,"On 26 September 2024, around 20 pro-independence activists, including New Caledonians, some of whom waved Kanak flags, gathered outside the Court of Justice in Lyon (Auvergne-Rhone-Alpes) to express solidarity with CCAT and FLNKS leader Christian Tein, whom authorities claimed was responsible for the violence recorded during the ongoing period of unrest that started in May 2024 in New Caledonia.",around 20 pro independence activist including new caledonians waved kanak flag gathered outside court justice lyon auvergne rhone alpes express solidarity ccat flnks leader christian tein authority claimed responsible violence recorded ongoing period unrest started may 2024 new caledonia,001a049a486c0c18cca53ab4cb0bba65770aa2f18ed59de17e057291aee49951,note-001a049a486c0c18
dev,BEL3617,2024-10-10,2024,Belgium,"On 10 October 2024, workers from the homeless support sector in Wallonia gathered in Namur (Wallonie), to protest against the increasing inequalities and extreme poverty exacerbated by neoliberal policies. They highlighted the diverse profiles affected by homelessness and inadequate housing, stressing the urgent need for public awareness and action.",worker homeless support sector wallonia gathered namur wallonie protest increasing inequality extreme poverty exacerbated neoliberal policy highlighted diverse profile affected homelessness inadequate housing stressing urgent need public awareness action,2abc9113b626f44c547573b8db8013210c542dfdd643c0b8a47ec5ed5f2fd20d,note-2abc9113b626f44c
dev,BIH1188,2024-10-11,2024,Bosnia and Herzegovina,"On 11 October 2024, a large number of citizens, organized by the informal group 'Let's stop unlawful changes into the Spatial plan of Mostar' ('Zaustavimo nezakonite izmene Prostornog plana u Mostaru') held a protest in Mostar's settlement of Miljkovici against the construction of a solar plant on a hill above their houses in the settlements Miljkovici and Kozice.",large number citizen organized informal group let stop unlawful change spatial plan mostar zaustavimo nezakonite izmene prostornog plana u mostaru held protest mostar settlement miljkovici construction solar plant hill house settlement miljkovici kozice,8203e835213b5b02b43bd9b802fea37ae56876020ad5bdef1eb6887abfe740de,note-8203e835213b5b02
dev,ESP18294,2024-10-11,2024,Spain,"On 11 October 2024, students, at the nationwide call of SE, held a protest in Cordoba (Andalucia) to denounce the lack of transparency of the newly implemented college entrance exam and demand more information about the examination model. The protest was followed by a strike.",student nationwide call se held protest cordoba andalucia denounce lack transparency newly implemented college entrance exam demand information examination model protest followed strike,0ef8048561d62758bc9b66ed84cedfe7df00f9723c9897052158357bfbc6e3f1,note-0ef8048561d62758
dev,DEU22845,2024-10-15,2024,Germany,"On 15 October 2024, people gathered in front of the city hall in Duisburg (Nordrhein-Westfalen) to protest against poor living conditions and illegal housing practices in their area.",people gathered front city hall duisburg nordrhein westfalen protest poor living condition illegal housing practice area,6e689a2dbaf6a57268a6afe230f5953a0cc7a77ee026874fe35c4b0311638466,note-6e689a2dbaf6a572
dev,DEU22838,2024-10-18,2024,Germany,"On 18 October 2024, people, including a representative of the Left Party, gathered for a protest in HafenCity, in front of the HVV headquarters on Brooktorkai, in Hamburg (Hamburg), opposing a recent ban on begging in Hamburg's metro and city train stations.",people including representative left party gathered protest hafencity front hvv headquarters brooktorkai hamburg hamburg opposing recent ban begging hamburg metro city train station,e39619f8efbdcaeaef396d3fcc6c3be6566f6e61d2933b4a9f3a0fe5c941a1d0,note-e39619f8efbdcaea
dev,DEU22891,2024-10-31,2024,Germany,"On 31 October 2024, around 40 students from Dortmund, Bochum, Paderborn, and Bielefeld gathered in front of the regional church office in Bielefeld (Nordrhein-Westfalen) to protest against planned budget cuts by the Evangelical Church of Westphalia and to urge the church to reconsider its decision to reduce funding for student congregations from one million euros to 500,000 euros, amidst broader budget cuts of 8.8 million euros.",around 40 student dortmund bochum paderborn bielefeld gathered front regional church office bielefeld nordrhein westfalen protest planned budget cut evangelical church westphalia urge church reconsider decision reduce funding student congregation one million euro 500 000 euro amidst broader budget cut 8 8 million euro,335615168249b8c8fb3e41a2df500d26ed9f96a193df16b7cd1f23d78edba43c,note-335615168249b8c8
dev,DEU23108,2024-11-13,2024,Germany,"On 13 November 2024, over 200 parents and children gathered in front of the town hall in Gerlingen (Baden-Wurttemberg), before a council meeting, to protest against rising daycare fees, citing unaffordable increases.",200 parent child gathered front town hall gerlingen baden wurttemberg council meeting protest rising daycare fee citing unaffordable increase,0b32bffefe2e6e213cfa54df0523bd3f9ca499725b380e914f1aaac4e22e120f,note-0b32bffefe2e6e21
dev,GRC5750,2024-11-28,2024,Greece,"On 28 November 2024, protesters rallied outside the courthouse in Athens - Central Athens shouting slogans, demanding the conviction of the accused, as the trial in the case of the rape and trafficking of a 12-year-old girl in Kolonos was nearing its end. The police announced they will sue the protesters because in one of their banners they were accusing authorities of a cover-up. 6 of the accused were found innocent.",protester rallied outside courthouse athens central athens shouting slogan demanding conviction accused trial case rape trafficking 12 year old girl kolonos nearing end police announced sue protester one banner accusing authority cover 6 accused found innocent,59263f0188c8f7f38af2ada946bcb5807ceb3cf10df22c635f7882d315a4e2e4,note-59263f0188c8f7f3
dev,SRB3504,2024-12-11,2024,Serbia,"On 11 December 2024, students gathered for the second consecutive day in front of the Faculty of Economics in Subotica to honor the victims of the Novi Sad tragedy. They observed a 15-minute moment of silence and called for accountability from those responsible for the deaths.",student gathered second consecutive day front faculty economics subotica honor victim novi sad tragedy observed 15 minute moment silence called accountability responsible death,ac942d6d028a0b583e592f1bcca0c031da9f66e4fbc025e6783bf180c6f07ec3,note-ac942d6d028a0b58
dev,GBR8067,2024-12-26,2024,United Kingdom,"On 26 December 2024, anti-hunting campaigners staged a protest in Leominster (England) against the annual Boxing Day hunt parade. Protesters held a sign that read 'Enforce the hunt ban'.",anti hunting campaigner staged protest leominster england annual boxing day hunt parade protester held sign read enforce hunt ban,88503503eadd3809ffa528faf2181e06fd4375d7b7845b58261f2e749889cec1,note-88503503eadd3809
dev,DEU23622,2025-01-30,2025,Germany,"On 30 January 2025, under the motto 'End violence - For a safe coexistence,' around 50 people gathered in Schwerte (Nordrhein-Westfalen) in response to a knife attack that had occurred a week earlier. Participants expressed their concerns about rising violence and protested for the need for greater safety.",motto end violence safe coexistence around 50 people gathered schwerte nordrhein westfalen response knife attack occurred week earlier participant expressed concern rising violence protested need greater safety,88834c3db984db204e66354b6ba57ca308621f1e4c0a91e70345b0cbc9cfda9d,note-88834c3db984db20
dev,NLD4655,2025-01-30,2025,Netherlands,"On 30 January 2025, in the morning, at the call of FNV, around 100 striking IFF workers staged a picket outside their factory gates in Tilburg (Noord-Brabant) to demand a 7% wage increase, a seniors' scheme, and better conditions, following an initial 24-hour strike earlier in the week.",morning call fnv around 100 striking iff worker staged picket outside factory gate tilburg noord brabant demand 7 wage increase senior scheme better condition following initial 24 hour strike earlier week,b4e538881bf53c4ea16f653056e4d346afe033a05c294ad4e4522aa1fcc3191a,note-b4e538881bf53c4e
dev,GBR8215,2025-02-05,2025,United Kingdom,"On 5 February 2025, in the afternoon, at the call of JNIV, veterans of The Troubles marched through the city center and gathered at Whitehall in London - Westminster (England) to protest Labour's plans to repeal the Legacy Act. The act granted immunity from inquests and civil actions to British military personnel who served during the Northern Ireland conflict.",afternoon call jniv veteran trouble marched city center gathered whitehall london westminster england protest labour plan repeal legacy act act granted immunity inquest civil action british military personnel served northern ireland conflict,29fdfe1f9866c28d56ef8655799cf21acae3a39462624c9526a98c5ebdc7bdae,note-29fdfe1f9866c28d
dev,BIH1289,2025-02-09,2025,Bosnia and Herzegovina,"On 9 February 2025, several thousands of activists gathered for a rally in Zenica, protesting against inflation, high taxes and other related economic costs.",several thousand activist gathered rally zenica protesting inflation high tax related economic cost,62c951f3115998ae3d7ad3db3dbcb1727718833a9400af228580c5833186eab1,note-62c951f3115998ae
dev,DEU24280,2025-02-22,2025,Germany,"On 22 February 2025, at the call of the 'Democracy Network' (Demokratie-Netzwerk), people gathered in Viersen (Nordrhein-Westfalen) to protest against far-right ideologies. The event was part of a nationwide protest movement focused on defending democracy ahead of the 2025 federal elections.",call democracy network demokratie netzwerk people gathered viersen nordrhein westfalen protest far right ideology event part nationwide protest movement focused defending democracy ahead 2025 federal election,c4c41a1b44eb9ad5fbe6c2d5a3e6308d635240baf978c117147d0b806f8364d1,note-c4c41a1b44eb9ad5
dev,GRC6309,2025-02-28,2025,Greece,"On 28 February 2025, on the 2nd anniversary of the Tempe rail disaster and the day after an independent investigation report was released blaming human error, outdated infrastructure and major systemic failures, during a 24-hour general strike, protesters rallied in Orestiada with the slogan 'I Have No Oxygen', demanding justice and accountability.",2nd anniversary tempe rail disaster day independent investigation report released blaming human error outdated infrastructure major systemic failure 24 hour general strike protester rallied orestiada slogan oxygen demanding justice accountability,9d9195da054356c44d77767b099d142d73759fd752e1f29892aaeca1003e5631,note-9d9195da054356c4
dev,SRB4560,2025-03-10,2025,Serbia,"On 10 March 2025, students from Nis made a stop in Markovac during their protest march to Belgrade for the upcoming 15 March protest. Together with local residents and schoolchildren, they observed 15 minutes of silence as part of the 'Serbia, Stop' campaign to honor the victims of the Novi Sad train station collapse and call for accountability for this tragic event.",student ni made stop markovac protest march belgrade upcoming 15 march protest together local resident schoolchildren observed 15 minute silence part serbia stop campaign honor victim novi sad train station collapse call accountability tragic event,6c4ede3e41cce2cec864370b1036a9bf20c6e8d13b87e4718a33ca7a938781cb,note-6c4ede3e41cce2ce
dev,ESP20312,2025-03-18,2025,Spain,"On 18 March 2025, more than 100 residents, including business owners held a protest in Redondela (Galicia) to denounce the removal of parking spaces due to street redevelopments, impacting commerce and resident's life.",100 resident including business owner held protest redondela galicia denounce removal parking space due street redevelopment impacting commerce resident life,6a5835f29440e2daed3c274bdd2a3ba98768bbc7b54704a27e46d344aac9dfde,note-6a5835f29440e2da
dev,MDA1980,2025-03-27,2025,Moldova,"On 27 March 2025, supporters of the Bashkan (Governor) of Gagauzia and the Shor party protested in Ceadir-Lunga in support of the Bashkan, who had recently been detained at Chisinau Airport on charges of illegally financing an election campaign.. The protest was led by the deputy to the Governor (Bashkan) of Gagauzia.",supporter bashkan governor gagauzia shor party protested ceadir lunga support bashkan recently detained chisinau airport charge illegally financing election campaign protest led deputy governor bashkan gagauzia,1999644bdd312957ae96834c3e60f3a39db945fadf7146670457631387f4c014,note-1999644bdd312957
dev,ITA26212,2025-03-28,2025,Italy,"On 28 March 2025, in the morning, striking metalworkers staged a protest in front of the Confindustria headquarters in Mozzagrogna (Abruzzo). This was part of a nationwide mobilization, called by FIOM CGIL, FIM CISL and UILM (UIL), to demand the reopening of negotiations for a new national collective labor contract.",morning striking metalworker staged protest front confindustria headquarters mozzagrogna abruzzo part nationwide mobilization called fiom cgil fim cisl uilm uil demand reopening negotiation new national collective labor contract,88bf649c822a9ef188197aa28f44f588480522d37625c995fe46cc0da126f2da,note-88bf649c822a9ef1
dev,ESP20591,2025-04-06,2025,Spain,"On 6 April 2025, at the call of the Platform in Defense of the Leon Narrow Gauge Railway (Plataforma en Defensa del Ferrocarril de Via Estrecha de Leon), around 3,000 people, including PP members of the regional parliament, from the Provincial Council and the City Council, as well as UPL leaders and PSOE representatives, held a protest in Leon (Castilla y Leon) to demand that the Feve train reach Leon's city center, with participants stating they would not accept any other temporary solution such as electric buses.",call platform defense leon narrow gauge railway plataforma en defensa del ferrocarril de via estrecha de leon around 3 000 people including pp member regional parliament provincial council city council well upl leader psoe representative held protest leon castilla leon demand feve train reach leon city center participant stating would accept temporary solution electric bus,790d354a13900bc13ae692652df26c3e32502bcc07f6cc52db4994af19fd30d2,note-790d354a13900bc1
dev,BGR4268,2025-04-23,2025,Bulgaria,"On 23 April 2025, a year after the introduction of the new traffic rule around the National Palace of Culture in Sofia, residents the area protested again and demanded the return of the previous traffic organization, claiming the new traffic rules have make navigating the area increasingly difficult.",year introduction new traffic rule around national palace culture sofia resident area protested demanded return previous traffic organization claiming new traffic rule make navigating area increasingly difficult,fd90162a5233a402bd53b71129370471edd00c2626cab33f7c63c43b60d38afa,note-fd90162a5233a402
dev,FIN1754,2025-04-30,2025,Finland,"On 30 April 2025, students staged a walkout demonstration in Jyvaskyla, Keski-Suomi, to oppose plans to merge schools into a single large campus, citing concerns about overcrowding and lack of individual support.",student staged walkout demonstration jyvaskyla keski suomi oppose plan merge school single large campus citing concern overcrowding lack individual support,0b90a689a81fc4b03a6d3f5e15743aff4906e775b27c8fdda8d16785cae6f79e,note-0b90a689a81fc4b0
dev,GRC6599,2025-05-21,2025,Greece,"On 21 May 2025, a large crowd participated in an event organized by the Initiative 'Tempe 28/2 Justice' in Patras, demanding justice for the victims of the rail disaster. The head of the 'Tempe 2023' Association of the Relatives of the Tempe Victims held a speech.",large crowd participated event organized initiative tempe 28 2 justice patras demanding justice victim rail disaster head tempe 2023 association relative tempe victim held speech,7f6d01a77c36a7b8fa0c5bde417f89f2520ee5dfdc479da24ceb365b0e475947,note-7f6d01a77c36a7b8
test,ALB24,2018-03-05,2018,Albania,"On Mar. 5, 2018: Environmental activists held a rally in Tirana in protest against various construction works in protected and tourist areas. Protesters said they were trying to stop the irreversible destruction of Albanian nature by private firms that violate laws and corrupt judges who helped them.",environmental activist held rally tirana protest various construction work protected tourist area protester said trying stop irreversible destruction albanian nature private firm violate law corrupt judge helped,6406495c98200ca0811f4c24106586f879db972e6e24cc51f6f6be9aa0773bce,note-6406495c98200ca0
test,BIH224,2018-10-22,2018,Bosnia and Herzegovina,"On 22 October 2018, citizens in Bosnian northwestern city of Bihac continued their protest against the situation with migrants in their city. Residents are concerned over the number of migrants in the city, as well as the location and conditions of the facilities in which they are accommodated, and increased crime rates in the city.",citizen bosnian northwestern city bihac continued protest situation migrant city resident concerned number migrant city well location condition facility accommodated increased crime rate city,5e6cbc9fa9aa4a52f5185edf34a44bb9866b34a8f5368054e126417fa426de74,note-5e6cbc9fa9aa4a52
test,BGR161,2018-08-13,2018,Bulgaria,"On 13 August 2018, 2018: Citizens from Karlovo and municipal villages protested against the closing of the obstetric-gynecological department of the hospital in Karlovo due to the lack of staff.",2018 citizen karlovo municipal village protested closing obstetric gynecological department hospital karlovo due lack staff,1d638800f2db357874bbbf712df6a6fd07ee14ebdfc9c5562b47c75be99898d3,note-1d638800f2db3578
