event_id_cnty,event_date,year,country,notes,note_hash
FRA11411,2021-09-06,2021,France,"On 6 September 2021, a group of people including a farmer, gathered in front of a 4G antenna in Mazeyrat-d'Allier. They denounced the installation of the antenna accused to cause sickness to his cows.",2c795ebc7f8b8cc55e00878d298a068c466063c4b6ead0deb3716c6f586f6448
DEU4207,2020-11-14,2020,Germany,"On 14 November 2020, around 90 far-right activists commemorated the NS 'Waffen SS' unit and the 'Bomb Holocaust' in Remagen. Around 400 activists from the far-left tried repeatedly to disrupt the far-right funeral march and blocked the way. Police kept both parties away from each other. Some far-left activists injured two police officers when they tried to break through the police barrier.",f7283ddc17a551804bb8c8e92f4f088a5b134a2473953cd4bf80757f0dbda69c
ITA5863,2021-01-14,2021,Italy,"On 14 January 2021, health workers with a temporary job contract gathered outside the Molise Regional Council in Campobasso to demand a permanent job contract.",9101da68b388f029c1a6c26e0180724690fb1e8e58323f101cf149e56f47d26e
FRA45853,2026-04-15,2026,France,"On 15 April 2026, around 60 prison guards, including FO and CFTC representatives, and National Deputy Clementine Autain (The Aftermath), blocked the entrance to the Villepinte prison in Villepinte (Ile-de-France) to protest against prison overcrowding. Protesters also denounced understaffing and stated that the prison needed 60 more guards.",6f45797ea014fd8731d8103f2723b000a37893238b9c8de81527c531d2a9bd7e
ITA3481,2020-09-06,2020,Italy,"On 6 September 2020, half a dozen Sardines Movement and More Europe activists gathered with banners in Pordenone to support the no-vote in the constitutional referendum to reduce the number of parliamentarians.",7670d5a70e4827fc920c1e4a29142b6e1d85f724e321d3298abfca3ba3a47dee
DEU17466,2023-10-07,2023,Germany,"On 7 October 2023, about 55 women and men, including representatives of the SPD, the Left, the Greens, the church and associations of the city, protested in Grevesmuhlen (Nordwestmecklenburg, Mecklenburg-Vorpommern) for diversity and tolerance. The context of the demonstration is the ongoing protest against refugee accommodations in the region.",9af7971a380487c482c7342c8b8f1d1d12bafde5a7d7176e8fb93b56c9e58484
FRA38793,2025-03-25,2025,France,"On 25 March 2025, around 30 people gathered outside the Court of Justice in Limoges (Nouvelle-Aquitaine). The event was part of a nationwide movement of judicial youth protection agents called by SNPES-PJJ/FSU to protest against the so-called 'Attal law', which aimed to prescribe harsher penalties against young offenders. The protesters considered the law too repressive.",ccaf8b1a1e100b8bfe5ae9d02adaab927c79d7dd53f11f336beda770eac585d8
ESP10293,2022-05-15,2022,Spain,"On 15 May 2022, around 200 fans demonstrate in Valencia (Valencia) against the management of Quico Catalan and ask for his resignation.",c6c6bf17e5518b3be293a6d5223ac1ec8b3a2d7d4b6dc3fa0588444c8a0958e0
FRA8201,2021-04-20,2021,France,"On 20 April 2021, police officers demonstrated in front of the courthouse in Rouen, at the national call of the National Police Alliance and UNSA unions. They denounced the outcome of the trial of demonstrators who attacked and severely injured police officers in Viry Chatillon in 2016.",9d0bc653d19ac382a33a579f1fb504e56f6253aca375990d2fd68ed0106d47f7
POL5192,2023-01-18,2023,Poland,"On 18 January 2023, KOD activists gathered for a rally in Krakow, protesting against alleged politicization of courts in Poland.",f4688e84c566cb75ffed339d64b827c9b71730ed9ae6c53622e3408a76efa45a
ITA29655,2026-05-12,2026,Italy,"On 12 May 2026, around 40 people, including students and anarchist groups, demonstrated outside a restaurant in Torino (Piemonte) against the presence of MEP and National Future leader Roberto Vannacci, chanting anti-fascist slogans.",463ceda591c8b48e8e3d4add1d3bb6c12de6128aabdacb79e659de023b98be45
ESP23334,2025-12-03,2025,Spain,"On 3 December 2025, at the call of JUPOL, police officers and union representatives protested outside the government delegation in Valencia (Valencia) to demand urgent reforms in response to rising violence against police, after a police officer was killed while on duty. Protesters denounced inadequate equipment, weak legal penalties for attacks, and a loss of authority, while calling for the Minister of Defense's resignation.",587dce5d3a5e043df3b586568f72664b1e480e3d5f15958f91fc07326769636f
FIN1495,2024-07-19,2024,Finland,"On 19 July 2024, people, including Bangladeshi community members, demonstrated in Jyvaskyla, Keski-Suomi, to oppose the ongoing violence and human rights abuses in Bangladesh and to draw attention to the excessive use of force by Bangladeshi authorities against student protesters.",11febe470700e9c4289fa6e0ea4c584d51c2b91f4f98959d7c672a1c2cba2014
DEU17186,2023-09-20,2023,Germany,"On 20 September 2023, around 2,500 employees of the energy company Leag protested in Spremberg (Spree-Neisse, Brandenburg) to demand permanently higher remuneration. The protest occurred in the context of an 8-hour strike to increase pressure on the company in light of tariff negotiations with the IGBCE this Friday.",ecf9fe8b5317ab11b515269d6293909e44d797d5d051c7e6b6e56ce37e3dbdf5
ITA15455,2022-03-30,2022,Italy,"On 30 March 2022, Eugenio Montale High School students rallied outside their school in Rome - Gianicolense (Roma, Lazio) to protest against their school principal after she was accused of entertaining a relationship with one of the school's students.",a855178bd7f43e5676160ada84a35fca000cd5e357fb5b140889c7347f16e5c9
FRA20748,2022-12-28,2022,France,"On 28 December 2022, between 30 and 40 CGT delegates occupied the Pole Emploi Marine facility in Lorient, to demonstrate against the reform of unemployment insurance.",5a7a4239fe67f3cce587ec8f6bf7c136f391cd7b82eac036ab2e7e9ffcac768c
CYP2122,2025-01-26,2025,Cyprus,"On 26 January 2025, a couple of hundred Turkish Cypriot residents of Dipkarpaz rallied blocking the road linking the village to the Apostolos Andreas monastery, a popular tourist destination, and demanded the road be completely rebuilt. The mayor (belonging to UBP), mukhtars, civil society organizations, council members and citizens participated in the action.",598caf93d50d50b18cb5ec98901d59761fab81bd1b656fbf959cebae0444906d
FRA44884,2026-02-25,2026,France,"On 25 February 2026, around 50 members of the Etrepagny soccer club marched from the soccer stadium to the town hall in Etrepagny (Normandie) to protest against delays in the soccer field's renovation. The current state of the soccer field was deemed to endanger players during soccer games.",571d8b9ff3016984a027006df074fb5fa77a5db349017b91e1ee6f88587984f9
FRA4605,2020-11-27,2020,France,"On 27 November 2020, between 3500 (according to the police) and 7000 people, including union members (CFDT, CGT, FO, FSU, SUD ), lawyers, and LDH activists, demonstrated in Nantes against a national security bill that they condemned as a violation of freedom of information, demonstrators' rights, and media rights, as well as the implementation of global surveillance of citizens. People allegedly threw projectiles at the police, who retaliated with tear gas. 17 people were arrested.",e6b375bddaf56585a57231a5bf2bba00f7819e089325ce9b63ee300f0b9bcc8e
MDA1321,2022-08-01,2022,Moldova,"On 1 August 2022, SOR party members and supporters, including two SOR mayors and a district council president, protested outside the Appeal Court in Chisinau - Botanica, demanding the release of an arrested SOR MP.",0457673f49fc1741145ea5b7ca83c3672a892650abc490c8fa205fb75f883d55
ESP10617,2022-06-13,2022,Spain,"On 13 June 2022, workers of call centers staged a protest in Leon (Castilla y Leon) called by the UGT and CCOO unions to demand a 'dignified' collective agreement.",ffa711182600380f33edd19b94f1ddb9685798af9a83a26418ebd52737550a5a
SRB3183,2024-07-29,2024,Serbia,"On 29 July 2024, citizens and ecological activists protested in Arandelovac against Rio Tinto's lithium extraction project which has been revived by the government.",da4492da81d02909ba8f9c6d00b618efb88452567a1a22f35fe912a3872a50ac
SRB3315,2024-10-16,2024,Serbia,"On 16 October 2024, around 2000 people (as per estimations of the Archive of Public Gathering), organized by the SEOS, along with representatives of oppositional political parties, protested in Loznica against lithium mining. The protest was initiated after the members of the Serbian Parliament did not adopt a law proposed by the opposition to ban lithium mining in the country.",1b0aa277b209bb41f29ca72987b4a57dcb4e22ccd31b8d0e9757406a2de7268e
BEL2298,2023-02-17,2023,Belgium,"On 17 February 2023, an unknown number of representatives of the police unions staged a protest in front of the residency of the Federal Minister of Independents in Bievre to denounce the lack of support of the federal government for their wage demands.",2bdf0893c0fa61aa4efd63cb3b9735090e7075a08708e0570caf4a95315147ac
ESP18336,2024-10-04,2024,Spain,"On 4 October 2024, female students from different local schools held a protest in Plasencia (Extremadura) to call on the local government to find a school transport solution that could accommodate all the students from the Navaconcejo and Cabezuela villages.",a37459d65792a36f25b89d732bb22797f9bf82299a73aac3bd0d11cd3942fd1f
CZE2057,2026-05-17,2026,Czech Republic,"On 17 May 2026, about 250 people gathered on Peace Avenue at the statue of Jan Kaspar in Pardubice and marched along Peace Avenue through Pernstynske Square to the regional Czech Radio editorial office, organized by the Million Moments for Democracy association under the slogan 'Hands off the media'. The action ended at around 18:15 with the national anthem at the Automatic Mills. Participants demanded the withdrawal of a government bill transferring the financing of Czech Television and Czech Radio from license fees to the state budget.",5c4cc88f0933be7f71101dc891c437da773b26faf0f7f0e3d2a11d2eb4625633
MLT177,2022-07-04,2022,Malta,"Around 4 July 2022 (as reported), people gathered outside Parliament in Valletta (South Eastern) at the call of Beltin Residents (Residenti Beltin) to protest against a legal notice allowing them to play music until 1am in several streets in Valletta, including some residential areas.",3be7c94090745988ad5a38af610a5c9611213681f81f779d8d97bdee8f0c494a
ITA13745,2022-02-03,2022,Italy,"On 3 February 2022, Sheraton Hotel workers gathered, with the support of FILCAMS CGIL, FISASCAT CISL and UILTUCS (UIL) union branch delegates, outside Villa Borghese in Rome - Pinciano (Roma, Lazio) to protest against the recent announcement of the dismissal of 164 of them.",4d90eb70313af2cea06375040432012a157058f289cce1a07deba93d9d887fa3
BGR1518,2020-10-04,2020,Bulgaria,"On 4 October 2020, people protested in Sofia demanding the resignation of Prime Minister Borisov and chief prosecutor Geshev over alleged corruption and links to mafia.",eda8ac71b8eed5b99205faa40f84cf45c3897df5fedcd392f1a2bb6160d12980
ITA14532,2022-03-01,2022,Italy,"On 1 March 2022, people working at the customs agency gathered in Torino to protest against the lack of personnel. CONFSAL took part in the demonstration.",45bebc9fe58f81bb677f9c998818f178d83d295bb267c563f1f96102fc1eafc0
FRA27322,2023-08-18,2023,France,"On 18 August 2023, protesters and members of Paris Animals Zoopolis rallied outside the Jardin des Plantes in Paris to call for 5 orangutans to be moved from the Menagerie to an animal sanctuary due to poor conditions. The rally was part of the World Orangutan Day.",90f395ef5f1aca19c901e8d8cf3b2dca391c5712f48b404c70cc5fc1b94fe239
NLD4155,2021-12-28,2021,Netherlands,"On 28 December 2021, about 40 police officers of the asylum seekers' center in Ter Apel protested in Ter Apel (Groningen) to denounce their high workload. The event was organized by four police unions: ANPV, ACP, NPB and Equipe.",09aae9001aea9656c09f77c9acd278c6ee0f8543758c75e7ac5c2e1b4781417c
ESP19895,2025-02-08,2025,Spain,"On 8 February 2025, at the call of the Oasis Caravanning Association (l'Associacio de Caravaning Oasis) and the Autonomous Motorhome Platform (Plataforma Autocaravanes Autonoma), around 200 vehicles took part in a protest convoy in Palma de Mallorca (Islas Baleares) against a new law banning the use of caravans as housing. The legislation, approved by the local government, imposed fines for sleeping in a motorhome. Protesters argued that the law unfairly targeted individuals who relied on caravans due to high rental prices, holding banners stating 'Parking is not camping. Regulate, don't ban.'",daef67a4501df9ad35cf68e5b14325007a67aa17c92ef189d0af2632e645e746
BIH531,2020-05-30,2020,Bosnia and Herzegovina,"On 30 May 2020, several thousand people marched through Sarajevo, Bosnia and Herzegovina, demanding the government step down after a series of corruption scandals. Leaders of several oppositional parties attended.",ed382058d6290f35bee696010f5184563f299bebfd64cfb8f06708ecf6b1f226
FRA25517,2023-04-22,2023,France,"On 22 April 2023, more than 300 people, including Angry Bikers members, gathered a parking lot in the Caer area in Normanville then reassembled with 100 more people in the city center in Evreux for a procession at the prefecture. The event was called for by the Federation of Angry Bikers to denounce the Council of State's decision to force the government to relaunch technical control requirement for motorized two and three-wheel vehicles.",de67e4c643c5e01dc3f97098bcfdcd4f8dc824c2e374184afc8905a43da19043
ESP17141,2024-05-16,2024,Spain,"On 16 May 2024, people, including parents and students, held a protest at the Los Alamos school in Murcia (Murcia) to demand the lack of air conditioning systems in the summer season.",d30130c4dce19d8dabd33f585934621f3c97bf886387319ec4f1c46d8be78845
ESP21766,2025-07-24,2025,Spain,"On 24 July 2025, at the call of the Workers' Unitary Central (Central Unitaria de Traballadores - CUT), workers of Vertisol protested outside the factory in Morana (Galicia) to demand additional workplace safety measures, following an incident in which a worker lost three fingers.",e980a7e1042272d137d67fc2e30144d4568d8532799f059269f2f58ffb1db56d
ALB61,2018-05-24,2018,Albania,"On 24 May 2018: Citizens protested in the main square in Tirana against a hydropower construction, which would disrupt the 30 kilometer natural length of the Valbona river.",4719841e34efcf895d71be3c19b4726bcaaf9c0caeee704173d603288f96d0de
ITA16260,2022-06-23,2022,Italy,"On 23 June 2022, Pro Life and Family activists demonstrated against the support given by regional authorities to the organization of a pride parade, in Perugia (Perugia, Umbria). The demonstration was also attended by members of Lega and two regional councilors.",3868959b54f193d0e1c0c34248ea138d84b54789edf682448fd6bef8a54041cd
BGR4495,2025-06-28,2025,Bulgaria,"On 28 June 2025, citizens gathered in Blagoevgrad to protest the country's entry into the Eurozone next year, demanding the preservation of the Bulgarian lev and the rejection of the euro. The protesters claimed the euro is being imposed on the Bulgarian people by the corrupt ruling elites in the GERB party and others, that average Bulgarians are against it, and that a referendum should be organized to determine the outcome of this issue.",dfb5e02a73f30a396c95dfd48221213a3126c8e2b91cce62dbde1d2366c211da
DEU321,2020-01-25,2020,Germany,"On 25 January 2020, about 1,600 far left activists demonstrated in Leipzig-Connewitz against the ban of the left website Indymedia. Rioters damaged public infrastructure during the demonstration, launched pyrotechnic and threw stones at police officers, injuring 13 policemen. Journalists were also attacked. 6 rioters were arrested.",71efeba2076057b33b245fcad3a1121dad0f0ef98099fe83a37a6bc565a5f6e3
FRA3449,2020-10-12,2020,France,"On 12 October 2020, over 100 police officers and administrative employees demonstrated in front of the police station in Pau, at the call of the SGP union. They denounced the riot against the police station of Champigny-sur-Marne days before and denounced the violence and threats that they experience.",9f0fa40c94493b28c5a207b80dfbe7764bb82598335d68c11e555cab0fb9f645
BGR1856,2021-05-28,2021,Bulgaria,"On 28 May 2021, more than 500 residents of the Samoranovo village protested in front of the Municipal building in Dupnitsa, Bulgaria, complaining about the lack of water in the settlement and calling for the resignation of the mayor.",d1399307a1cfca3a9570720c638b998a6bf8560e6d207d77ff2b92e02b8bcfbe
DEU7293,2021-06-19,2021,Germany,"On 19 June 2021, people staged a vigil in Lindau (Bodensee) to protest against anti-Semitism.",75fe796d7c64233db99f5879b352d3642c8c85e3e0b64b93a20e0091995cd754
CHE177,2021-02-19,2021,Switzerland,"On 19 February 2021, around 500 people protested in Basel to pay tribute to the victims of a mass shooting in Hanau that happened on 19 February 2020 and take a stand against right-wing terror. They gathered not to forget nor forgive far-right extremism.",71dccb932f1ae0797193434179d18ba7159903593f893de0062b2d9420d4c0e1
GBR1908,2020-09-26,2020,United Kingdom,"On 26 September 2020, at least 25 members of the Somme Memorial Flute Band paraded through Bangor. The parade was marked 'sensitive' by the Parades Commission but no conditions were imposed.",53007cab160ffd28c0911d91a9ecbd60acc5122051ee01c4ffee1512259c6185
DEU74,2020-01-10,2020,Germany,"On 10 January 2020, FFF activists and students protested in Stuttgart against Siemen's plan to invest in a coal mine project in Australia.",5c196a0e36a1e601cbd2c0048bcbaea4039c7196d6bb5b9ecb1729d34a78eef9
ITA14298,2022-02-24,2022,Italy,"On 24 February 2022, striking haulers occupied the Sant'Onofrio motorway exit in Sant'Onofrio (Vibo Valentia, Calabria) to protest against the increase in oil and gas prices.",d6959363b02d1913a429a3a69535e75e1d9348288e680d4ca50c6cf73fc1cafa
ITA208,2020-01-19,2020,Italy,"Around 19 January 2020 (from 19 - 20 January), Russoli high school in Cascina was occupied by the students to protest against the poor conditions of school buildings.",7729be3ab7a3e174b4d8f7d53db237724cd6cdc8efbb9d11b771bbd584776253
ESP10206,2022-04-28,2022,Spain,"On 28 April 2022, citizens of Puigcerda and members of the CDR gathered in Puigcerda (Girona) to protest against the organization of the 2030 Olympic Games.",a0719324b66015d92568fdaf52d6f49a43421128d790bcd55e87845fdc40c361
BGR357,2018-12-02,2018,Bulgaria,"On Dec. 2, 2018: Citizens from Troyan blocked the road towards Oreshak protesting against the high fuel prices and low living standard.",0a3955643e62b7e090299a56066fea00246b6440b08eab4b5c5fe9c2bbb8cae7
POL2521,2021-05-10,2021,Poland,"On 10 May 2021, activists gathered for a demonstration in Krakow near a local zoo, protesting against keeping animal in captivity.",0465ebd0720e41fb5902038b2b3e8c3cf3d78de06017f9e485c4ac7a097fb61b
GBR3658,2021-10-03,2021,United Kingdom,"On 3 October 2021, anti-fascists took part in a rally on Cable Street in Wapping to mark the anniversary of the Battle of Cable Street when anti-fascists clashed with police over a scheduled march organized by British Union of fascists led by Oswald Mosely. Labour MP Jeremy Corbyn as well as representatives of the RMT Union and Unison were present.",103599715ff05631c630703a132d2d66cbf0949730b1a563fbefebe7c3988076
POL4725,2022-07-18,2022,Poland,"On 18 July 2022, KOD activists gathered for a rally in Zielona Gora, protesting against alleged politicization of courts in Poland.",17ab845a53d3eee8918110012a36b61fb54c656777477c3f3cf7f56272b46de1
ESP5952,2021-06-11,2021,Spain,"On 11 June 2021, students and family members of Santa Maria de Gracia protested in Murcia, demanding a new electrical system in the building. The UGT trade union was involved in the protest.",71ed99fdd8aa0f3b5e6b04675bb9f611b67dfcd68d174007cd0b2c0908b8fbdb
DEU10017,2022-01-02,2022,Germany,"On 2 January 2022, about 500 people demonstrated in the Vohwinkle section of Wuppertal to denounce a decision by the Higher Administrative Court in Munster according to which around 1,500 trees in the Osterholz forest of Vohwinkle-Wuppertal could be felled.",6763f7ca7bfcf71d2771d1b31617f2b9d30a42e9bc389ac2ad73155c0b6cbbdd
POL3441,2021-10-27,2021,Poland,"On 27 October 2021, activists affiliated with the Women's Strike movement gathered for a rally in Czestochowa, demanding higher solidarity with refugees stranded at the border with Belarus.",5950401c17aebee65e742d014fc21825b5b940b3ecf02ca16c7ce2c639584eb2
ROU2908,2025-01-10,2025,Romania,"On 10 January 2025, around 200 penitentiary policemen and officers from the County Police Inspectorate Bacau protested in front of the Bacau Penitentiary and the County Police Inspectorate Bacau in Bacau, against salary reductions caused by the 'little train' ordinance, which resulted in monthly losses of 1,400-2,000 lei. Some of the prison officers refused to go on shift for an hour and a half.",eeaf04197184699f014350a518ece88899462eeac690e2a89afce18a90724f11
POL3727,2021-12-19,2021,Poland,"On 19 December 2021, activists gathered for a rally in Olsztyn, protesting against a new law on media ownership, which they perceive as a harmful pressure of the government against independent media.",e31a3843de92eca13873de8713fae5562fe1c571ed03190aed971fa070405623
ITA23595,2024-07-31,2024,Italy,"On 31 July 2024, at the call of CGIL, FP CGIL, SILP CGIL and SILF CGIL, workers in the security sector demonstrated in Bari (Puglia) against the lack of staff and the salaries, which are considered inadequate. A delegation of protesters met with the mayor (PD) and the prefect. This event is part of a national demonstration in support of the renewal of the contract for military and law enforcement officers, including police, prison police, Carabinieri and Guardia di Finanza.",4dea33d377a122f6ae4746ca3d23c63ce3fbec1730f0d56db3d488ca5a752cc9
FRA39062,2025-03-29,2025,France,"On 29 March 2025, more than 1,000 people, including residents of Talence and Pessac, demonstrated outside the Bordeaux Airport in Merignac (Gironde) (Nouvelle-Aquitaine) to demand the closure of the second runway at the airport, citing heavy noise pollution.",7dbb2f300ccdb6e0ed23c2815b328dddae6d4e2a64fdd3688ff08a4bb1eee6df
ROU2294,2023-08-25,2023,Romania,"On 25 August 2023, employees of the finance departments protested in Iasi over announced wage cuts.",0109ec23ab8df390f053ca09aaca6f80bf2cfb3d3972438c134ba7d0a90c66a0
FIN487,2021-11-19,2021,Finland,"On 19 November 2021, Extinction Rebellion's Forest group protested outside the office of Metsahallitus (a state-owned forest enterprise) in Oulu, demanding for improved forestry policy and practices.",eb9b8abe5d4c3a83fd8c6ec39186578276ccccf3d11186c6b4439553695824ce
ALB604,2019-12-21,2019,Albania,"On 21 December 2019, Albanians gathered outside the Prime Minister's Office in Tirana to protest the third meeting of 'Mini Schengen' initiative between Balkan leaders, and in particular Serbia's president Alexandar Vucic's presence in Tirana. They denounced Vucic's denial of massacres committed by the Serbian regime of Slobodan Milosevic, and the fact that Vucic was minister of Information when massacres took place.",2edd9ed550aa15976f8396e46ed2bd74cc65753c1c254b56dd55fc9ff3e870b3
FRA44384,2026-01-10,2026,France,"On 10 January 2026, at 2pm, around 60 people protested outside the Prefecture in Angers (Pays de la Loire) to show solidarity with the Venezuelan people and condemn US foreign aggression. The event was part of a wider mobilization opposing US military intervention in Venezuela, which resulted in the abduction of President Nicolas Maduro and his wife on 3 January 2026, and aimed to demonstrate solidarity with the civilian population.",260ca3c46fd5580e5f8f28b11e7d3b643eee53b49a29a1b537a4b0ceff270f14
DEU1793,2020-05-23,2020,Germany,"On 23 May 2020, around 50 people protested in Neubrandenburg under the motto 'No space for right-wing ideology and conspiracy theories'. The protest was organised by the SPD.",078dabe48cd646a1efe7cea3df5c517f0a13eea94f40183df0716de24c18b73d
ESP1774,2020-09-16,2020,Spain,"On 16 September 2020, members of Police Salary Justice (JUSAPOL) gathered in front of the Congress of Deputies in Madrid - Centro (Madrid) to protest over the lack of a Suicide Prevention Protocol within the State's security forces. Protesters also complained about the 'deepest condolences' expressed by the President of the Government because of the death of a former member of Basque Homeland and Liberty (ETA) in prison after he committed suicide.",4e669e48fa0f3bd3e06704dc470bacd82419f6be883b492d4bb23393cb784554
MDA1056,2022-02-18,2022,Moldova,"On 18 February 2022, members and supporters of the SOR party protested in Soroca, against the increased gas prices, condemning the current PAS government.",9c6a43f99e1bb932e4881bd7c66161dfd7016d5d5775b2174e5b78097981d264
BGR2417,2022-06-02,2022,Bulgaria,"On 2 June 2022, transport workers protested in Sofia in front of the Ministry of Transport, a continuing of massive national protests held in May. They demand that their salaries go up in line with increased gas prices and that plans to expand the toll system be suspended.",b780e0eb8c814120f2e9dce554c4cc2db66b69299411174fc39f71598a968765
FIN501,2021-11-19,2021,Finland,"On 19 November 2021, a Fridays for Future climate strike gathered by the Parliament in Helsinki, demanding climate action.",27d161863a151fdb83400b7e6e7d43e3909c9088e0f61aedb12846c7145fa56f
NLD2632,2023-09-17,2023,Netherlands,"On 17 September 2023, an unknown number of activists and sympathizers of Extinction Rebellion staged a protest action in Den Haag (Zuid-Holland), blocking traffic on the Utrechtsebaan A12 highway, to call on the government to stop funding fossil fuel companies and projects. Police forces responded with a water cannon and arrested up to 400 people.",e7ff4e23355b919ebe91ae5583a96e554093a09166c90a72e474689cd8b96447
ITA17175,2022-10-04,2022,Italy,"On 4 October 2022, on the occasion of the visit of managers of the company to the premises in Bagnoli della Rosandra (Trieste, Friuli-Venezia Giulia), Wartsila workers staged a demonstration to protest against the decision of the company to close that branch. CGIL, CISL and UIL took part in the demonstration.",da4fbf44c5bdd5e0a7c8ac3e675434309d382fd0483923198bdf873b51f6856c
DEU525,2020-02-06,2020,Germany,"On 6 February 2020, about 400 people, including students, women and Grannies against the Right, protested in Erfurt following the election of a FDP candidate as the Minister-President of Thuringia. Protesters accused the Landtag of election fraud.",7d0d63dc9fe52ca37d188a7fd15f312eba9d27b94c2bf7849cbb1d160f3ad9d6
FRA10037,2021-06-26,2021,France,"On 26 June 2021, around 40 members of the yellow vests movement demonstrated at the Sdis roundabout in Saint-Avit. They called for social and fiscal justice.",2bca99c98dc1ee4f5f8cfd88eac24fd8c7085df8655a552f312205dbebc14683
ESP3360,2020-12-22,2020,Spain,"On 22 December 2020, members of the Workers Commissions trade union gathered in Sevilla, demanding to hire public sector staffing for the new Military Hospital. Protesters fear that the services would be outsourced.",d62eef23dcd266243d8013dca7325a870732e5a7833e08141f37093c83387bf3
FRA34167,2024-06-12,2024,France,"On 12 June 2024, around 100 people gathered in Tours (Centre-Val de Loire) to demonstrate against far-right ideology and in support of the new Popular Front, the union between left-wing parties for the forthcoming legislative elections. The gathering took place after the National Rally (RN) came first in the European elections in France and President Emmanuel Macron announced the dissolution of the National Assembly on 9 June, raising fears of a government led by the far-right party.",67834eb8a1de20ae34a851ea11864786a563e4413ad9e54007a82bc520e44475
ESP23164,2025-11-16,2025,Spain,"On 16 November 2025, CGT union members and port workers demonstrated in Vigo (Galicia) to demand compliance with the metalworkers' collective bargaining agreement. Up to six police vehicles and several officers charged against three union members, injuring one of them, who then required medical attention. One demonstrator kicked an officer in the chest, requiring him to be taken to the hospital.",83796cbefac77989d56789d327201db95a8de693c8f667ff26eda76861cc77bd
AUT43,2020-02-02,2020,Austria,"On 2 February 2020, about 70 people, including suspected Iraqi refugees, protested in Vienna - Inner City (Wien), at Stock-im-Eisen-Platz, for peace in Iraq and in solidarity with the Iraqi liberation movement.",16f015f72e0d3fd40cf2a0e20b764a4cd7a1b2a2991bd9138226404cf2d736b2
ESP5862,2021-06-06,2021,Spain,"On 6 June 2021, local residents of the Mar de Tambo housing state protested in Poio against eight houses' demolition order.",633d619a1e3537dea6824eae9e9762d5c30767c916a409f1a95093c7ad848d19
BEL597,2020-09-25,2020,Belgium,"On 25 September 2020, a dozen activists of Vlaams Belang staged a protest action at the Antwerpse Ring highway in Berchem against the imminent formation of a federal government without Flemish majority in the Federal Parliament, by hanging a banner from a bridge asking bypassers to sound the horn.",fff58b6c18fc8cb02469a0451429bc200a116ce1602389a7fbb67c69abad6d5f
FRA42259,2025-09-23,2025,France,"On 23 September 2025, around 100 people, including CGT leader Sophie Binet, gathered in front of the Valeo site in Limoges (Nouvelle-Aquitaine) to protest against a planned social plan cutting 83 jobs. Workers staged a walkout and displayed banners denouncing the layoffs, arguing that they would eliminate more than a third of the site's workforce. Binet criticized Valeo for relocating production to Turkey with publicly subsidized machinery.",6fb651195b6237f5f2c5826ab3232f233e76ee91eef1b2eebc7680ccde219f4e
FRA46722,2026-05-29,2026,France,"On 29 May 2026, striking employees working at the German Rochling factory picketed outside the factory in Decines-Charpieu (Auvergne-Rhone-Alpes) to protest against the factory's closure on 30 June 2026, causing the redundancy of 41 employees. Protesters started their strike on 11 May 2026 for the same motive.",d5aec718f736fc115168a8cdacbc55987a45c054b689ada5d37da8fa351870ab
MKD1410,2025-09-23,2025,North Macedonia,"On 23 September 2025, residents of the Aerodrom neighborhood of Skopje protested over the persistent stench and pollution from the Vardarishte landfill. The protesters urged Skopje's municipal leaders to unite behind a solution, accelerate cleanup and stop further dumping after a fire worsened air quality. Protesters have been taking place on consecutive days for weeks.",68ea17f465664378f5b60b2830bf6964c737efd783bf01011257a78dadb01bbb
ESP18308,2024-10-11,2024,Spain,"On 11 October 2024, 100 students, at the nationwide call of SE, held a protest in Albacete (Castilla La Mancha) to denounce the lack of transparency of the newly implemented college entrance exam and demand more information about the examination model. Students blocked one side of the road. The protest was followed by a strike.",93fe14ef692187350f02b4032c519856dd94660f8daf39196e17eadbafa45c9b
ESP289,2020-02-17,2020,Spain,"On 17 February 2020, more than 1,000 workers protested in Villablino to demand a fair transition after the closure of the coal mines.",993ce08a3cd81197e8db32394a11d039046147acd6669decbb3d7a86d3a2491a
FRA26679,2023-06-28,2023,France,"On 28 June 2023, overnight, rioters clashed with police forces and vandalized and set fire to street furniture in Hem. The event was part of a national wave of riots and demonstrations denouncing police violence and demanding justice in the wake of the shooting and subsequent death of 17-year-old Nahel M. by a police officer in Nanterre on 27 June 2023.",d661d4813189129d1baca143be2ec0e8d2ec1a8e5e83cea61577f9cff1a2dcd4
GBR8717,2025-07-08,2025,United Kingdom,"On 8 July 2025, hundreds of protesters marched on the Royal Courts of Justice in London - Westminster (England) to oppose the All England Club's GBP200 million expansion plan for the Wimbledon tennis grounds. The demonstration coincided with the opening of a two-day High Court hearing where residents and campaigners challenged the legality of planning permission granted for the development.",fcddbe5798e1f08e8c88d9a1a014fcc48bb0c358d4945befcf2f9c30fcfd00f2
ITA15719,2022-05-01,2022,Italy,"On 1 May 2022, people gathered in Assisi (Perugia, Umbria) at the call of CGIL, CISL, and UIL on the occasion of Labor Day to call for peace and social justice.",a5922a5a0dfaa1dc694293ffea25b16c01827f2cb1d1389d866f3df043e3f24c
