event_id_cnty,event_date,year,country,notes,note_hash
BGR2979,2023-04-26,2023,Bulgaria,"On 26 April 2023, employees of the state archive protested in Sofia demanding higher salaries starting from July. The protesters claim their salaries are 'shamefully' low for the specialized work that they do.",afa1f29fbb21132f1552138f0fc3a3ce7b11fd4bb57c58f3f4a7a295a304834e
BGR3000,2023-05-02,2023,Bulgaria,"On 2 May 2023, prosecutors, investigators, and court officials protested in Smolyan following the assassination attempt on the chief prosecutor. Law enforcers and judiciary employees from the entire country were protesting against what they perceived as an attack on their entire sector.",ebae05935317ec577d703c276d8a30b01f1305111237cb5685e4dad9f845b8a7
BGR3025,2023-05-25,2023,Bulgaria,"On 25 May 2023, employees of the National Insurance Institute protested in Plovdiv demanding larger salaries. They insist that their job is an important part of providing services for the country and that they should be recognized for it.",281131d9abf088549c20da9d2d198242958e550aaa8334083f6f5568401a6387
BGR3041,2023-05-22,2023,Bulgaria,"On 22 May 2023, residents of Sofia protested against the increase of deaths caused by traffic accidents and demanded harsher sentences for the perpetrators. Protests were held nationwide, under the motto 'Stop Bulgaria's Children from Dying.'",5eed69ec3e92d504344cdedbee9592335f0b9257ea25be660e7c6923b1844716
BGR3169,2023-07-31,2023,Bulgaria,"On 31 July 2023, protesters gathered in Burgas to demand more police oversight and judicial accountability for perpetrators of domestic and partner violence after an 18-year-old girl barely survived an knife attack from her boyfriend, who cut her several times. While the incident took place in June, details of the attack have only recently been made public, and launched protests across all of Bulgaria.",068643e1a451e5f0aa2cf8ee5671b7993ecbb23353a2c373ca2113845eaa8c97
BGR3228,2023-09-07,2023,Bulgaria,"On 7 September 2023, residents of a Sofia neighborhood protested against a green area and part of a road in front of their residential building being bought and given to local developers for further construction. They claim the area is right on the path they cross every day and that they were not consulted and saw excavators appear overnight.",7f17136c21e82218c928343ec67a450f52535c198ae5af18ec2fb2686b89b8b0
BGR3244,2023-09-09,2023,Bulgaria,"On 9 September 2023, protesters gathered in front of the Soviet Memorial in Sofia voice their support for the monument to stay standing. This comes during a period of deep polarization in Bulgaria, with part of the country being strongly in support of Ukraine while the other side insisting that it is in Bulgaria's best interest to not get involved in the ongoing invasion of Ukraine.",4a0beaf8b83071e0e9e09ce8c2b7643eaff593324b10158fbcdadb1701d3e7a7
BGR3279,2023-09-18,2023,Bulgaria,"On 18 September 2023, Bulgarian farmers gathered in Trud to protest against Ukrainian grain imports being allowed in their country. Protests were held all across the country, as grain producers accuse both their country and Brussels of not defending their interests.",0e2fabb754eff0e3c99b947f668ecda9471b61d610537d9da267befaca31eb6d
BGR3366,2023-11-24,2023,Bulgaria,"On 24 November 2023, citizens organized around the Boec civil society organization protested in Sofia in front of the Ministry of Internal Affairs demanding that police violence against protesters be taken seriously. Last week, a protest by football fans turned violent and several protesters had to be hospitalized due to perceived police brutality.",2a120a3ef6bff2167e74d0d0e2dee16e3fe8115eeff7f6ddbab5b16a207d244d
BGR3382,2023-12-06,2023,Bulgaria,"On 6 December 2023, protesters gathered in Plovdiv to demand a bigger budget for cultural institutions that would ensure stability and fair wages. Protests were held in several locations in Bulgaria, with both cultural workers and their supporters taking place.",38459eae86eec4800456f29f3c24d1b0f380c30494eb6579e554b5340b5ab709
BGR3401,2023-12-27,2023,Bulgaria,"On 27 December 2023, protesters gathered in front of the Bulgarian National Radio (BNR) in Sofia to honor recently deceased photographer Cvetan Tomchev, who fought to try and keep the BNR away from pro-Russian influences in its programming. The protesters directed their demands particularly at a presenter whose programs have promoted pro-Kremlin talking points over the years.",04bb280aedd73e903335e83f698eceff265dbc574e0ca2cbde82f43cc0edd717
BGR344,2018-11-26,2018,Bulgaria,"On 26 November 2018, hundreds of citizens protested against gender-based violence at Eagles Bridge in Sofia and demanded preventive measures against domestic violence.",50d9183cbe2331462be87ee3c663a71032375e7d7a89ac34a7e5ff06e9962676
BGR3450,2024-02-07,2024,Bulgaria,"On 7 February 2024, farmers and agricultural workers gathered in Pernik to protest against what they claim are unfair EU policies toward farmers, livestock breeders and grain producers, especially with regard to grain import policies toward Ukraine which they claim is undercutting their profits. Protests were held in around 80 locations all over Bulgaria.",f99345e4f99149d2cde0c3611cc10c7c5e11925d1e686daa6bc4900c3afda8cd
BGR346,2018-11-28,2018,Bulgaria,"On 28 November 2018, Around 300 pensioners protested in front of the National Assembly in Sofia demanding a bigger increase in their pensions than planned by the government.",e826005d57c332c3394934c7b2ed0e0421e2ed313721e2b0412152130347fe97
BGR3509,2024-03-05,2024,Bulgaria,"On 5 March 2024, protesters gathered in Yambol to protest what they claim is the unacceptable condition of the road in their area. They say they pay taxes, vignettes and other fund that should be used to maintain the road yet despite this the potholes and bad state of the road continues to be a safety risk for the region.",d2091244ac38086fa913c0d1eb7fb67bc38fda9a7d8cd896c57e1a15a8a3011e
BGR3529,2024-03-18,2024,Bulgaria,"On 18 March 2024, residents of Dobrich protested in front of the courthouse demanding that the recent murder of an elderly man in a local park is not being investigated and tried properly. They also demand local police treat cases of violence more seriously.",af3120d6edd4ca5e5539c1d45911ac8ff6cc3ca5bf5f172852204332e95b19fa
BGR3544,2024-03-27,2024,Bulgaria,"On 27 March 2024, employees of the Automobile Administration Agency protested in Pernik demanding more road and transport safety measures be implemented by the government, as well as a 30 percent salary increase and more road monitors to be hired. Protests are taking place in several locations across Bulgaria.",99e94b51d79ab96ca4160f1592166d72556a4bfcd90177d6fcf793cab6883987
BGR3733,2024-08-03,2024,Bulgaria,"On 3 August 2024, residents of Hadjidimitrovo protested due to the continuous lack of water supply in the area and demand that authorities remedy this issue, particularly as the wider Balkan peninsula faces a heatwave and some of the highest summer temperatures registered in modern history.",407a4bf42d01d805c84e831a993691d71b54581c322fd57ec92d7c21f23a1eb7
BGR3770,2024-08-30,2024,Bulgaria,"On 30 August 2024, supporters of a Bulgarian oligarch and honorary president of the Movement for Rights and Freedoms gathered in front one of his properties in Sofia as the Bulgarian prosecution considers the possibility of stripping him of some of his land and acquisitions. Protesters have been camping in front of the properties and even tried to stop police from entering and inspecting the lot.",47879f2fb5e074fbbbee4958222ecc1d0784eec659521144b3bc1ef2fa9cfce8
BGR3783,2024-09-04,2024,Bulgaria,"On 4 September 2024, dozens of protesters gathered in Plovdiv to draw attention to the large number of fatal traffic accidents across the country, demanding that authorities take the issue more seriously and penalize those responsible for them.",92d5f2258e88152c674c09f237fc774cf0ec54ba5f85576939fe3a7f3bedd474
BGR3825,2024-10-12,2024,Bulgaria,"On 12 October 2024, residents of the villages of Rogosh protested because of the delay in the construction of the new road overpass in the area, claiming that the high volume of traffic is preventing them from having access to basic services such as pharmacies and healthcare institutions.",9329dad88af22fa4b7841e3202aabb6df14718620557d81455dd9bad64e69924
BGR4004,2025-01-16,2025,Bulgaria,"On 16 January 2025, workers and employees of the 'Khan Krum' military equipment production plant in Targovishte held a protest at the enterprise's gate, demanding the payment of their salaries for November and December 2024 and ensuring employment at the enterprise for the rest of the year.",90b0c0709a6242e77f9986e367d186f5b222f0084dc7cc55443bde7534a23404
BGR4166,2025-04-02,2025,Bulgaria,"On 2 April 2025, protests against violence against children and paedophilia took place in Veliko Tarnovo, provoked by the widespread discontent in the country over what they claim are the increasing cases of child abuse after five men were arrested for sexually exploiting children between the ages of two months and 14 years online.",08029f26d6062b1de83946e9adedfaf7dbe21e29e99fb032e137ed6f9781e45d
BGR417,2019-03-01,2019,Bulgaria,"On Mar. 1, 2019: Nurses and other health workers protested in front of the state hospital in Yambol demanding increase in their salaries and better work conditions.",6888a76877980f709950132cc097824fdc32549fa28f5d6fcd01ae130cb33ed1
BGR42,2018-02-09,2018,Bulgaria,"On Feb. 9, 2018: Citizens protested in Sofia against the construction of a building in the neighborhood Krasno selo, which was not announced to the people living in the vicinity.",4d252490e0d169d759a43dcb4e96f7917923b1acf983d28d9da2582e69c50901
BGR4232,2025-04-12,2025,Bulgaria,"On 12 April 2025, protesters gathered in Troyan as well as all across the country in a nation-wide protest against careless driving, unsafe roads and lack of harsher punishment and oversight of reckless drivers. This comes as another young girl was killed during a traffic accident, launching a Bulgaria-wide response and calls for definitive action.",182184e86daf9d234bd1425631c059fba8530675b217540af406945e8078cefe
BGR4238,2025-04-14,2025,Bulgaria,"On 14 April 2025, public transport workers protested in Sofia demanding higher salaries, claiming that no matter how many promises they get the general conditions of their employment do not get better year after year.",3edd2801a1f7b324015b597bfefe9bf2300b7edcbf958e05ff18fe1b44cd63d5
BGR4374,2025-05-19,2025,Bulgaria,"On 19 May 2025, the relatives and friends of those killed in a serious accident on the Pleven-Lovech road protested in front of the courthouse in Veliko Tarnovo. They insisted that the person responsible for the accident receive the maximum sentence - life imprisonment. Fatal traffic accidents continue to be common in the country and constant cause for protest.",71aa565c87473cf2b77fdb8b746484729c8534e789346c99c23b27d18b876270
BGR4376,2025-05-21,2025,Bulgaria,"On 21 May 2025, parents protested in Sofia due to their children not being accepted in state and municipal nurseries and kindergartens, and due to the fact that the compensations for not having their child in a daycare facility that they are entitled to by law have not been paid for months.",896157923fcc695f473a33a61e6be5441dffb7ccd574239591997995253900d7
BGR4484,2025-06-26,2025,Bulgaria,"On 26 June 2025, the Parents for a Shared Childhood movement protested in front of the GERB party headquarters in Sofia demanding amendments to the law on shared parenting that would carry heavier punishments for when the mother violates the rights of the father and demand a minimum time be set by the courts for child-sharing. Protests by those who want fathers to be allowed to have a greater role in a child's life have been taking place regularly over the past year.",95fde4fefee59905a4bf151da6c77734a24b92726f31204b882affd654b1f95a
BGR4507,2025-07-05,2025,Bulgaria,"On 5 July 2025, hundreds of cars, part of a motorcade protest organized by the Revival party, circled through Yambol in protest calling for the government's resignation over cost-of-living increases and NATO's Ukraine policy. The protesters sought snap elections and the scrapping of military aid to Kyiv.",db2b1422f8eaba81699872efa420f19c8059d7483648aa3fafc7543668c5cb28
BGR4589,2025-09-11,2025,Bulgaria,"On 11 September 2025, protests were held in Ruse called for the resignation of the interior minister and justice in the case of the beaten Ruse police chief. Civic activists from BOEC and local supporters joined, pressing for political responsibility and transparent, impartial court proceedings.",166434ecabfe974d3d0f93ab5613190ac432f593175b5b193e506d4063bb983b
BGR4608,2025-09-21,2025,Bulgaria,"On 21 September 2025, protesters formed convoys and blockades on key roads including the Sofia-Varna route near Pleven to highlight a deepening water crisis. Led by a local activist, the groups demanded urgent replacement of aging pipelines and repairs to the 'Telish,' 'Gorni Dabnik,' and 'Dolni Dabnik' facilities as well as the Sopot dam.",ce69273f8c9bea4b1651f3df0613cadcb5622ca14204b396a421948734f88cf6
BGR4614,2025-09-26,2025,Bulgaria,"On 26 September 2025, a protest outside the headquarters of the DPS-New Beginning party in Sofia ended with demonstrators throwing eggs and small firecrackers at the building. Organized by the civic movement BOEC, participants denounced what they call oligarchic influence linked to Delyan Peevski and demanded a Bulgaria free from mafia-style corruption.",30bd40cab49617db374977e093d7c17d820013b74f59b3afe0165cba2d5dd367
BGR4831,2025-12-08,2025,Bulgaria,"On 8 December 2025, protesters gathered at the Apriltsi Memorial Complex in Panagyurishte demanding the government's resignation. The civic protest included chants of 'Resignation' and a torch-light ritual symbolizing solidarity and peaceful civic expression.",5f6021ecddb3babb0c390f8b2dc259cc0d53f41feebfc44e2b1980af593f38ed
BGR4842,2025-12-09,2025,Bulgaria,"On 9 December 2025, pro-government protesters gathered in Provadiya to oppose the resignation of the government as demanded by opposition parties in the country. The motto of the protests was 'Love not hate,' 'Respect, do not divide,' and 'We want security and stability.'",d4188295de83f6cda388c4e2fd33fcc4452faec51f5a0562548c917618d55e21
BGR4845,2025-12-09,2025,Bulgaria,"On 9 December 2025, pro-government protesters gathered in Sarnitsa to oppose the resignation of the government as demanded by opposition parties in the country. The motto of the protests was 'Love not hate,' 'Respect, do not divide,' and 'We want security and stability.'",02c412947f7428843c2b1655eb19b544d55c46195ba1933ce31bf1f77918602b
BGR4982,2026-02-06,2026,Bulgaria,"On 6 February 2026, relatives, colleagues and citizens protested in front of the district court in Sandanski in support of a truck driver involved in a fatal crash near Telish. Protesters demanded an objective investigation and accountability for road infrastructure conditions.",78a85b54b851c565d7aac6749bddac3a56975a86d6855540697073c4c7007cfc
BGR5022,2026-03-04,2026,Bulgaria,"On 4 March 2026, a protest demanding the resignation of Bulgarian wrestling federation president took place in front of the Ministry of Youth and Sports in Sofia. Participants gathered outside the ministry calling for her removal from the leadership of the federation.",c10ffe67bf15bee780dead659a6aa67953e66600a2958405b94c8b8aba17c7d7
BGR588,2019-07-15,2019,Bulgaria,"On 15 July 2019, residents of Elin Pelin blocked a road in their town protesting against heavy traffic and lack of water supply.",e3329c3ffa4828514f57c21acaf79c795034f54e902d527a98bb3166ae170fde
BGR616,2019-08-06,2019,Bulgaria,"On 6 August 2019, pig owners blocked the Yambol-Sliven road in protest against the government's decision to slaughter their pigs due to a swine fever epidemic.",20050eb4d190444952c94244dbab78a83f8b1f6de6e0c99e056d6e7534d28bca
BGR656,2019-09-07,2019,Bulgaria,"On 7 September 2019, parents held a protest in front of the municipality in Burgas against the New Strategy of the Child over its lack of consideration for family values.",b449cbeecc9a665142b9a6d3ef80a5fa199f615e91515d8f5451baa81913ff79
BGR768,2019-12-05,2019,Bulgaria,"On 5 December 2019, doctors and health workers of Aleksandrovska Hospital held a protest in Sofia against the delay in signing of a collective agreement and the poor condition of their hospital building.",90b1801d42252fc2e6ee144005a449665c613e9486f3f0ed4d77878c42cbfacc
BGR818,2020-01-26,2020,Bulgaria,"On 26 January 2020, residents held a protest in Botevgrad in support of their former Mayor, after Court decided to remove him over conflict of interest, saying that the trial was not based on facts.",2d2de628aab9322b63c15d80acbb0d8a43f71d91089207f815c5621bd9860ac3
BGR923,2020-05-21,2020,Bulgaria,"On 21 May 2020, tens of residents held a protest in Haskovo against tree cutting and construction plans in the Yamacha park.",870e14327fb63d5354538b7c26d3d655516af4b8531c8d9409f85ab0d8528a30
BGR986,2020-07-07,2020,Bulgaria,"On 7 July 2020, over 50 citizens, organized by the coalition 'For the Nature,' took to the streets of Burgas to protest against over-construction on the Black Sea coast and amendments to the Biodiversity Act, which will harm protected zones, delay protective measures, and introduce commercial construction work to those areas.",73ea22100fbe1358c2eee7e4ce04cff63cb9734f870dc64fb16b319e250a0570
BGR990,2020-07-07,2020,Bulgaria,"On 7 July 2020, citizens, organized by the coalition 'For the Nature,' took to the streets of Razgrad to protest against over-construction on the Black Sea coast and amendments to the Biodiversity Act, which will harm protected zones, delay protective measures, and introduce commercial construction work to those areas.",4505a5c81c23293034ed2dac29cba4e904bc915c6731439aa59d5a9c91b88420
BIH102,2018-05-30,2018,Bosnia and Herzegovina,"On 30 May 2018, 2018 in Banja Luka, Bosnia and Herzegovina, fans of the Borac soccer club held a protest walk over the club's failure to receive the licence to compete in the Bosnian Premier League because of debt.",1a60cce67b07c75efda22456495bf7319d09dffb09d427e52353f86467540a0d
BIH1061,2023-11-11,2023,Bosnia and Herzegovina,"On 11 November 2023, residents of local villages protested in Gorazde, demanding that the city authorities resolve their issue with water scarcity.",b1779c45715a3b2eaaeee05b4296ef8dc998450cf314f903fc1bf9dcf6c36fb1
BIH1389,2025-09-01,2025,Bosnia and Herzegovina,"On 1 September 2025, truck drivers blocked a road in Ormanica in Gradacac. This action was part of a nationwide blockade of roads and customs terminals, which disrupted major transport routes and supply chains. They protested unfulfilled government promises on licensing reforms, protection of professional drivers' rights, unlawful detentions, financial losses, lack of digitalization, bilateral transport disputes, and inspection coordination.",ce2ee79aeea2d7c6f98ed974c8d7f66fa877b1db067c55f60bf567378fd7756c
BIH1517,2026-01-05,2026,Bosnia and Herzegovina,"On 5 January 2026, over 200 dairy farmers held peaceful tractor drives across eight municipalities in Republika Srpska (coded to Banja Luka, Grad Banja Luka) to protest the crisis in the dairy sector and lack of response from authorities. There were no traffic blockades; the farmers sought dialogue with officials at all levels of government.",c91c04613afbcd31fbbee15ff3265f71d633e7f29ee5f03cf87f39933aee4d2f
BIH1550,2026-02-06,2026,Bosnia and Herzegovina,"On 6 February 2026, citizens and associations of war victims protested against the alleged obstruction of war crimes cases within the State Prosecutor's Office, in Kljuc near Sanski Most. The protest was triggered by a public rift between a Bosniak prosecutor and the Serb Chief Prosecutor, whom protesters accuse of intentionally blocking indictments related to crimes against Bosniaks in the Sana River Valley to protect suspects. Protesters demanded the resignation of the Chief Prosecutor, citing ethnic bias and systemic obstruction of justice.",c8764955f8fd7e761d638de7d378407fdb36b96fc729e7b26844b58bf3d57e25
BIH1573,2026-03-06,2026,Bosnia and Herzegovina,"On 6 March 2026, about 100 young people gathered for a protest march from the Canton Government building to Bascarsija in Sarajevo-Stari Grad. Protesters demanded the Cantonal Government's resignation, an independent international investigation into the recent fatal tram accident, and a complete overhaul of the GRAS public transport company to ensure safety and end political appointments.",b98620d3af483eb99ab2e53d2841add6dd16f025b8f5b325fe4cdccda9c47fe0
BIH1596,2026-04-28,2026,Bosnia and Herzegovina,"On 28 April 2026, activists from the Atelier for Community Transformation (ACT) organized a protest performance in front of the Federation Government building in Sarajevo (Federation of Bosnia and Herzegovina) to highlight the 17-year absence of a valid Law on Forests, following a 2009 Constitutional Court ruling that struck down previous legislation. Activists denounced the lack of a legislative framework to protect the country's forests and criticized political parties for failing to prioritize the issue.",3798baeef82b18c239832f50417efc1f8a7c377d1c3c9fa973b9cb96d8014101
BIH177,2018-09-07,2018,Bosnia and Herzegovina,"On 7 September 2018, 2018 in Sarajevo, Bosnia and Herzegovina parents of the children with developmental difficulties protested over the problems with education of their children.",8efe0faf899d97a0c81a123f9169d7f5a704798a14dba23aaf48ee26797babf1
BIH178,2018-09-10,2018,Bosnia and Herzegovina,"On 10 September 2018, 2018 in Mostar, Bosnia and Herzegovina workers in education protested asking for higher salaries.",0932192697d0ec4b99e3b97385e5f4d1323bc43259f75e30c33795d0b4fb569f
BIH192,2018-09-21,2018,Bosnia and Herzegovina,"On 21 September 2018, 2018 in Banja Luka, Bosnia and Herzegovina citizens protested the unresolved death of a youngster David Dragicevic, pointing at the flaws in the judicial system of the country.",c4836d457bcaae05a69710144d507c4110425bee277977aec274cef35679e55f
BIH299,2019-02-14,2019,Bosnia and Herzegovina,"On 14 February 2019, in Gorazde, Bosnia and Herzegovina citizens organized a dance performance as a part of the 'One Billion Rising' campaign in order to protest violence against women and girls.",0db9390734380190072964bf3e1fd17e9e6567f0c9fe9c1f63eab7647c38c3b9
BIH395,2019-07-18,2019,Bosnia and Herzegovina,"On 18 July 2019, about 100 citizens protested in Uborak, near Mostar, Bosnia and Herzegovina, demanding the federal government not to renew the permit for a waste site because, according to protesters, the site is at its full capacity.",4fe3836ab5c81568ba4869f9b84f4ba04f4554ace48a6c9244d3b0b871bf0c21
BIH473,2019-12-11,2019,Bosnia and Herzegovina,"On 11 December 2019, a protest was held in the centre of Mostar, Bosnia and Herzegovina, in order to draw attention to the fact that the local landfill does not have the necessary permits to operate.",52024cf14906f307b0ab3714cd0210385f40f4f003bd5b50ab017ebca12bf983
BIH569,2020-08-23,2020,Bosnia and Herzegovina,"On 23 August 2020, LGBTQI activists held a vehicular protest in Sarajevo, Bosnia and Herzegovina, in lieu of a Pride March, alerting to the problems their community faces.",b0232c977472580a0391138744e0b2bc1674027382487673fcbc75d12f5d0d92
BIH574,2020-09-18,2020,Bosnia and Herzegovina,"On 18 September 2020, local residents protested in Banja Luka, Bosnia and Herzegovina, after an old cinema building was demolished. They claim new plans for the space are not in line with building regulations.",6685c0a758647b827c3b2995ae46983149d1c9e3405d8a1b9f6a416a9789799d
BIH663,2021-04-01,2021,Bosnia and Herzegovina,"On 1 April 2021, coal miners protested in Banovici, Bosnia and Herzegovina, demanding an investigation and preservation of work places after the mine caught on fire the previous week.",ab3141222fc0716614cf077a8dde4f5d33fcd5677d1c28ec50f6b40c2f4c9710
BIH702,2021-07-07,2021,Bosnia and Herzegovina,"On 7 July 2021, a union of state administration workers organized a protest in Sarajevo, Bosnia and Herzegovina, demanding a collective contract which would improve their labor rights.",67cff4121694abba27201312f7c070f7b6e1754133fd95a4134fc3db04681168
BIH740,2021-11-17,2021,Bosnia and Herzegovina,"On 17 November 2021, unionized miners protested in Tuzla, Bosnia and Herzegovina, demanding higher wages.",002a6de3358586d5aba009cf9646bf0974325641a23759fee5a63eaa2013daba
BIH774,2022-01-08,2022,Bosnia and Herzegovina,"On 8 January 2022, Serbian nationalists drove around Gacko playing nationalist songs and using pyrotechnics ahead of a Bosnian Serb holiday that has been declared unconstitutional in Bosnia and Herzegovina.",730a07f7851707d5532b927b958cae328c25a375d17b1bdf67c61a8ce28a642a
BIH808,2022-03-19,2022,Bosnia and Herzegovina,"On 19 March 2022, workers of the Croatian post participated in a protest strike and a rally in Mostar (Grad Mostar), demanding better working conditions and increased salaries.",cbeb8086068e1c9f2861ef4f7364de4c8c58b56dd1ef4d55f58c72cbf2c5a7e0
BIH950,2023-03-08,2023,Bosnia and Herzegovina,"On 8 March 2023, feminist and LGBT activists and citizens marched through Sarajevo on International Women's Day, denouncing patriarchal values and discrimination against women.",f751003b1162a023e9eaceb6b67c0bc48c79ae00bda2f8a681636bee1b961c3b
BIH960,2023-04-13,2023,Bosnia and Herzegovina,"On 13 April 2023, doctors, medical technicians, and other workers from the Brcko Health Center marched through Brcko, demanding improved working conditions.",f80b9b8434ea52908cb8bd222c7d036caff8e073bc2298e5f19b41245acff75e
BIH970,2023-05-09,2023,Bosnia and Herzegovina,"On 9 May 2023, persons with disabilities protested in front of the federal government in Sarajevo, voicing their dissatisfaction with their status and systemic discrimination. The protesters demanded improving the situation and urged the government to enact legislation protecting their dignity.",c5ebcfc10d646abf4c1083613ca3d14eabb6d65e618fbbc2866d34f242a43f8f
CHE1089,2025-06-03,2025,Switzerland,"On 3 June 2025, pro-Palestinian activists gathered at the Eynard Palace at the university in Geneva (Geneve) to call on the university to end all diplomatic, economic, and academic ties with Israel, and to denounce what they described as a 'genocide' by the Israeli army in Gaza, on the occasion of a meeting with donors.",7c1a65208fc4343310de69cb2945618b15c542acb515a01bacba949d8752f536
CHE1119,2025-07-28,2025,Switzerland,"On 28 July 2025, activists of the Swiss branch of the Russia of the Future (Russie du Futur) gathered in front of the UN building in Geneva (Geneve) to protest against the participation of Russian officials at the Inter-Parliamentary Union assembly and to denounce the international legitimization of authoritarian regimes.",e9a1a994f468e7515cc2566d1636efaf3ad0f4515cf0dc73f34783e42bb58b86
CHE1149,2025-09-19,2025,Switzerland,"On 19 September 2025, in the afternoon, around 200 pro-Palestinian demonstrators gathered in Bellinzona (Ticino) to disrupt a conference on EU relations where Swiss Foreign Minister Ignazio Cassis was speaking. Protesters accused the government of failing to act against what they described as genocide in Gaza. Cassis was evacuated under boos and jeers, leaving the event about 90 minutes later than scheduled.",42b3b82d2ed07f686305a7604eeb86c9ce62ffa48b7e7c1e7236b93642dbcd92
CHE1154,2025-09-25,2025,Switzerland,"On 25 September 2025, in the evening, speech therapists and psychomotor educators gathered outside the town hall in Geneva (Geneve) to demand higher salaries and better recognition of their profession. Demonstrators highlighted that their fees had been frozen since 2009 and that around a quarter of their work, carried out outside patient sessions, remained unpaid.",522fef4e9a87cacbd4ab4eb39d50d3018f1808c2211d3dd86d09a95e270be51f
CHE1210,2025-11-15,2025,Switzerland,"On 15 November 2025, at the call of around 50 associations, including the Swiss Climate Alliance (Alliance Climatique Suisse), around 500 people demonstrated in Bern (Bern) to protest the lack of action by the Swiss government to curb emissions and demand more climate and social justice. The event took place during the COP30 climate conference in Belem, Brazil.",07fe0ca12bc5d5f2d253933bb2cd6fc6a5b2305883408b0cc971559a99a922c3
CHE123,2020-09-17,2020,Switzerland,"On 17 September 2020, people, including politicians, doctors and artists, demonstrated in Fribourg (Fribourg). They denounced the investments by Credit Suisse in fossil fuels, and asked a famous tennis champion, who is sponsored by the company, to commit to the climate.",94bba1ffd526296fb6d22de639962bfb09a80f69f440eedfd426934ddd98df8b
CHE1238,2026-01-04,2026,Switzerland,"On 4 January 2026, at the call of the local Labor Party, the Communist Youth of Bern, the Swiss-Cuba Association and several pro-Palestinian organizations, around 200 people spontaneously gathered in Bern (Bern) under the banner 'Hands off Venezuela,' to condemn the military intervention the Unites States carried out in Venezuela, which resulted in the abduction of President Nicolas Maduro and his wife on 3 January 2026, and demonstrate solidarity with the civilian population.",613716ca2ae4de1cdaf35fcda8c985f322abc7b3c3d79f6937c364cbf04746e5
CHE1300,2026-03-07,2026,Switzerland,"On 7 March 2026, around 1,000 people, Iranian and Kurdish women and pro-Palestinian affiliates, gathered on Paradeplatz for an unauthorized demonstration in Zurich (Zurich) to protest for International Women's Day. No further demands were reported. The police forces used tear gas and rubber bullets against protesters to prevent them from breaching a police cordon. Protesters threw fireworks at the police forces and a small part of the protesters threw paint bottles at the Italian consulate. Other protesters blocked the tram traffic in the city. No injuries were reported.",cd21aaca8e5e58afd6726f621a00aea390f34a6f2c9eca8b6e2cea04316951f5
CHE1311,2026-03-21,2026,Switzerland,"On 21 March 2026, around 300 people gathered in Basel (Basel-Stadt) to demonstrate their solidarity with an asylum seeker who was assaulted by a police officer. The protest took place as the police officer was on trial for aggravated assault on the victim, and on the occasion of the International Day for the Elimination of Racial Discrimination.",fd7ea13e8b5375ad90557ca47a89f23f031328341e1f738f95de7190cbc1eb9c
CHE203,2021-03-31,2021,Switzerland,"On 31 March 2021, demonstrators gathered in front of the courthouse in Lausanne. They called for justice after a police officer who killed a black man was released with a fine.",99f257523014f759e458bbdbf0b1dd157fc2904d859eb72d0e5e08b970373d7f
CHE310,2021-09-24,2021,Switzerland,"On 24 September 2021, Youth for Climate activists protested in Geneva to raise awareness of adults about the environmental and social consequences of global warming.",faa3f3a263ee918d77f2729b4d10acfe586ff1b200f70bd3d4a9be38346f3a76
CHE334,2021-09-25,2021,Switzerland,"On 25 September 2021, at least 300 persons demonstrated in Lausanne. They denounced police repression against demonstrators during protests. The police was present but did not engaged in interactions with demonstrators.",225790b6e8a0b8d8b2aa403316cca21067ccebeec3fcb873853d70b945220ab0
CHE45,2020-05-18,2020,Switzerland,"On 18 May 2020, several demonstrators gathered in front of the Tuiliere prison in Lonay, near Morges. They protested against the detention conditions of prisoners amid the coronavirus crisis at the call of the 'Make noise for prisoners' collective.",30890f4172f1a4ec1a03e785290ca44b35148f50b27945354f9ee6cbd4c36972
CHE482,2022-05-15,2022,Switzerland,"On 15 May 2022, as part of the 'Kidical Mass' event, a group of people rode on their bikes in Thun. They asked authorities to take into account the security of children and aged bicycle users.",5b2080a575f2886e4420596984de7a9dc39a21975d897114e014a9cd9af61ac6
CHE486,2022-05-17,2022,Switzerland,"On 17 May 2022, members of the LBGT community interrupted a conference at Uni-Bastions Unige in Geneva. They denounced the alleged homophobic and transphobic nature of the speech given by the participants.",a11ff3e19d9054729a37d2aea4b800fcbf3f4336b50275c3f2a5991dbd9136d2
CHE499,2022-06-14,2022,Switzerland,"On 14 June 2022, at the call of feminist groups and the Swiss Labor Union, people demonstrated in Neuchatel to call for gender equality in salaries and denounce a pension reform that will increase women's retirement age.",e1acd6115bd2a946309953780c3c33381ee9285174820068ed0f28204a388a23
CHE503,2022-06-14,2022,Switzerland,"On 14 June 2022, at the call of feminist groups and the Swiss Labor Union, between 5,000 and 10,000 people demonstrated in Bern to call for gender equality in salaries and denounce a pension reform that will increase women's retirement age.",95ab5ad29eb0f3a75488400b5ab2d349a34b3b7b6c031613ec8300cdee95e019
CHE618,2023-02-09,2023,Switzerland,"On 9 February 2023, in the morning, around 20 people occupied a building in the Paquis neighborhood of Geneva. They denounced real estate speculation in Geneva and called for collective housing and social and cultural alternatives. Police forces dispersed the demonstration in the early afternoon, and several demonstrators, including a 'Ensemble a gauche' MP, were injured. Several people were arrested.",dee29ceff7270c549770d55543bf4a2bb5e4ad9c27644aa69fc46948f6e6fa6c
